"Tax_HotelID","Tax_HotelName","Tax_HotelAddress","Tax_City"
1513,"BEACHCOMBER INN","2825 61ST ST","GALVESTON"
11443,"RED ROOF INN-BEACHFRONT PALMS","5914 SEAWALL BLVD","GALVESTON"
9626,"LAQUINTA INNS & SUITES","104 N LHS DR","LUMBERTON"
10203,"MIKASH INVESTMENT INC","8500 WEST FWY","FORT WORTH"
12912,"STAR LODGE","810 W AMARILLO BLVD","AMARILLO"
6546,"ECONOLODGE","1001 N GENERAL BRUCE DR","TEMPLE"
6167,"DAYS INN & SUITES","221 N US HIGHWAY 77","ROCKDALE"
8264,"HOLIDAY INN EXPRESS HOTEL & SUITES","1900 S CEDAR RD","PECOS"
13405,"SURE STAY","1350 S BUSINESS HWY 281","ALICE"
10977,"PEDESTRIAN BEACH LLC","1206 SARGRASSO CIR","SURFSIDE BEACH"
10978,"PEDESTRIAN BEACH LLC","325 TEXAS ST","SURFSIDE BEACH"
10979,"PEDESTRIAN BEACH LLC","502 SUNDIAL ST","SURFSIDE BEACH"
10980,"PEDESTRIAN BEACH LLC","606 BEACH DR","SURFSIDE BEACH"
213,"1600 SAND PEBBLE LLC","1658 SANDPEBBLE PL","SURFSIDE BEACH"
211,"1600 SAND PEBBLE LLC","1638 SANDPEBBLE PL # 1","SURFSIDE BEACH"
212,"1600 SAND PEBBLE LLC","1638 SANDPEBBLE PL # 2","SURFSIDE BEACH"
214,"1600 SAND PEBBLE LLC","219 DETENBECK AVE","SURFSIDE BEACH"
139,"127 BEACHCOMBER","127 BEACHCOMBER AVE","SURFSIDE BEACH"
68,"110 BEACH DR","110 BEACH DR","SURFSIDE BEACH"
96,"114 BEACH DR","114 BEACH DR","SURFSIDE BEACH"
323,"2434 BLUEWATER HIGHWAY","2434 BLUE WATER HWY","SURFSIDE BEACH"
5085,"COMFORT SUITES","15112 FM 1825","PFLUGERVILLE"
5106,"COMFORT SUITES","3615 GRANDVIEW ST","PLAINVIEW"
8719,"HYDRA HOTELS LLC","525 PLAZA DR","TROPHY CLUB"
7603,"HAMPTON INN","1202 MOCKINGBIRD LN","SULPHUR SPRINGS"
7633,"HAMPTON INN","6401 W HIGHWAY 290","AUSTIN"
2097,"BUDGET HOST INN & SUITES","17258 HIGHWAY 59 N","HUMBLE"
13366,"SUPER 8 MOTEL","5445 S INTERSTATE 35 W","ALVARADO"
1716,"BEST WESTERN INN & SUITES ABILENE","350 W INTERSTATE 20","ABILENE"
7854,"HIDEAWAY RANCH & RETREAT","1022 PRIVATE ROAD 1250","BLUFF DALE"
1881,"BIG EASY RANCH","2400 BRUNES MILL RD","COLUMBUS"
9284,"LA QUINTA","1912 S DUMAS AVE","DUMAS"
13615,"TEXAS RITZ MOTEL","3816 W DAVIS ST","DALLAS"
8132,"HOLIDAY INN EXPRESS","7701 LAS COLINAS RDG STE 250","IRVING"
12952,"STAYBRIDGE SUITES","1450 UNIVERSITY DR E","COLLEGE STATION"
1689,"BEST WESTERN FIESTA INN","13535 W INTERSTATE 10","SAN ANTONIO"
8651,"HUNTERS LODGE MOTEL INC","902 11TH ST","PADUCAH"
12410,"SHADY OAKS CABINS & RV PARK","1510 W US HIGHWAY 84","FAIRFIELD"
12905,"STAMFORD INN","1402 N SWENSON ST","STAMFORD"
2341,"CANDLEWOOD SUITES CEDAR PARK","1100 COTTONWOOD CREEK TRL","CEDAR PARK"
13600,"TEXAS INN AND SUITES RGV","1210 E CANTON RD","EDINBURG"
9200,"KNIGHTS INN-CITY CENTER","202 N 25TH AVE","EDINBURG"
451,"4J RIVERWAY LLC","685 HWY 1050","CONCAN"
10737,"PADRE GETAWAYS","700 PADRE BLVD STE D1","S PADRE ISLE"
2268,"CAMINO REAL HOTEL","2856 E MAIN ST","EAGLE PASS"
10350,"MOTEL 6 EAGLE PASS","2338 E MAIN ST","EAGLE PASS"
11561,"RESERVE AT LAKE TRAVIS CYPRESS CLUB","2208 SEABISCUIT CV # 132","SPICEWOOD"
16593,"WINGATE HOTEL","245 FM 306","NEW BRAUNFELS"
14320,"TRU BY HILTON","5055 N PRESIDENT GEORGE BUSH HWY","GARLAND"
6872,"EXECUTIVE INN & SUITES","4301 27TH ST","ORANGE"
8798,"INTOWN SUITES HOUSTON INTERCONTINENTAL","720 N SAM HOUSTON PKWY E","HOUSTON"
8799,"INTOWN SUITES HOUSTON WEST CY-FAIR","13125 FM 1960 RD W # 150","HOUSTON"
10087,"MEDINA RIVER RANCH RESORT & CONFERENCE CENTER","1515 OLD CASTROVILLE RD","BANDERA"
11333,"RAMADA DFW SOUTH","4440 W AIRPORT FWY","IRVING"
14279,"TRES RIOS","2322 COUNTY ROAD 312","GLEN ROSE"
2129,"BUDGET INN","4501 S LAKE DR","TEXARKANA"
8271,"HOLIDAY INN EXPRESS HOTEL & SUITES","3541 NW LOOP 820","FORT WORTH"
6527,"ECONO LODGE","1719 S DUMAS AVE","DUMAS"
8095,"HOLIDAY INN EXPRESS","1932 S DUMAS AVE","DUMAS"
7954,"HILTON GARDEN INN & CONVENTION CENTER","2700 S LOOP 256","PALESTINE"
2026,"BRADFORD INN","3601 W WALL ST","MIDLAND"
2187,"BUGSCUFFLE INN","13579 US HIGHWAY 84 W","CUSHING"
2175,"BUDGETED INN & SUITES","1259 N MARKET ST","HEARNE"
13033,"STUDIO 6","1003 S MIDKIFF RD # A","MIDLAND"
863,"AMERICA'S BEST VALUE INN","3610 BANKHEAD HWY","MIDLAND"
12992,"STAYBRIDGE SUITES SEAWORLD","10919 TOWN CENTER DR","SAN ANTONIO"
8161,"HOLIDAY INN EXPRESS & SUITES","13931 S FRY HWY 288 SOUTH","HOUSTON"
13286,"SUPER 8","5420 E SAM HOUSTON PKWY N","HOUSTON"
11569,"RESIDENCE INN","4711 E SAM HOUSTON PKWY S","PASADENA"
10671,"ORANGE INN & SUITES","2900 IH 10","ORANGE"
9183,"KNIGHTS INN","15319 HIGHWAY 59 N","HUMBLE"
874,"AMERICA'S BEST VALUE INN - MCALLEN","801 E EXPRESSWAY 83","MCALLEN"
7687,"HAMPTON INN AND SUITES LACKLAND AFB SEAWORLD","1719 CABLE RANCH RD","SAN ANTONIO"
5869,"COURTYARD BY MARRIOTT","9550 SEAWALL BLVD","GALVESTON"
14129,"TOWN PLACE SUITES BY MARRIOTT","9540 SEAWALL BLVD","GALVESTON"
9905,"LUXURY INN EXPRESS","9211 E R L THORNTON FWY","DALLAS"
14031,"THOMAS STEVENSON","14000 FM 2769","VOLENTE"
16219,"VALUE PLACE HOTEL","13578 N I-35","SAN ANTONIO"
14154,"TOWNEPLACE SUITES-MCKINNEY","1832 MARKET PLACE DR","MCKINNEY"
6249,"DELOITTE UNIVERSITY","1 DELOITTE WAY","WESTLAKE"
8189,"HOLIDAY INN EXPRESS & SUITES","7921 PRESIDENTS AVE","WOLFFORTH"
7682,"HAMPTON INN AND SUITES","6555 PARK BRK","FOREST HILL"
12845,"SPRINGHILL SUITES BY MARRIOTT","1101 MAGNOLIA ST","WEBSTER"
8254,"HOLIDAY INN EXPRESS HOTEL & SUITE","21010 KATY FWY","KATY"
11342,"RAMADA INN","778 SUN VALLEY BLVD","HEWITT"
5290,"COUNTRY INN & SUITES","1010 SOUTHWEST PKWY E","COLLEGE STATION"
6987,"FAIRFIELD INN & SUITES","3010 INTERSTATE 45 N","CONROE"
12869,"SPRINGHILL SUITES ROSENBERG","6815 READING RD","ROSENBERG"
798,"ALOFT COLLEGE STATION","1150 UNIVERSITY DR E","COLLEGE STATION"
6747,"EMBASSY SUITES HOUSTON ENERGY CORRIDOR","11730 KATY FWY","HOUSTON"
5911,"COURTYARD FORT WORTH ALLIANCE","3001 AMADOR RD","FORT WORTH"
1842,"BEST WESTERN TEXOMA HOTEL & SUITES","810 N US HWY","DENISON"
2314,"CANDLEWOOD SUITES","3021 PLAZA CENTRE CT","BRYAN"
16212,"VALUE PLACE- MIDLAND","4712 W LOOP 250 N","MIDLAND"
16214,"VALUE PLACE - ODESSA","7051 TRES HERMANAS BLVD","ODESSA"
12961,"STAYBRIDGE SUITES","6301 NORTH FWY","FORT WORTH"
13587,"TEXAS INN","1818 N TEXAS BLVD","WESLACO"
13575,"TEXAS BUNGALOWS HOTEL & SUITE","13311 BURNET RD","AUSTIN"
1851,"BEST WESYERN PALO ALTO INN & SUITES","2926 SW LOOP 410","SAN ANTONIO"
5868,"COURTYARD BY MARRIOTT","750 N INTERSTATE 35","NEW BRAUNFELS"
8170,"HOLIDAY INN EXPRESS & SUITES","2370 HIGHWAY 36 S","SEALY"
12834,"SPRINGHILL SUITES - HOUSTON/SEABROOK","2120 NASA PKWY STE 100","SEABROOK"
8670,"HYATT PLACE - GARLAND","5101 N PRESIDENT GEORGE BUSH HWY","GARLAND"
2296,"CANDLEWOOD SUITES","1024 S LAREDO ST","SAN ANTONIO"
12950,"STAYBRIDGE SUITES","11101 FOUNTAIN LAKE DR","STAFFORD"
6746,"EMBASSY SUITES HOUSTON DOWNTOWN","10700 RICHMOND AVE STE 120","HOUSTON"
8028,"HOLIDAY EXPRESS","121 S LOCKHART RD","STEPHENVILLE"
6707,"ELEMENT HOUSTON VINTAGE PARK","14555 VINTAGE PRESERVE PKWY","HOUSTON"
9763,"LIVING WATERS ON LAKE TRAVIS","24315 PEDERNALES DR","SPICEWOOD"
940,"AMERICAS BEST VALUE INN","4201 FRANKLIN AVE","WACO"
9423,"LA QUINTA INN & SUITES RAYMONDVILLE","128 N EXPRESSWAY 77","RAYMONDVILLE"
7955,"HILTON GARDEN INN / SUGARLAND","722 BONAVENTURE WAY","SUGAR LAND"
12986,"STAYBRIDGE SUITES MCALLEN","620 WICHITA AVE","MCALLEN"
11577,"RESIDENCE INN AT CASCADES","6600 CASCADES COURT","THE COLONY"
1654,"BEST WESTERN ATREA HOTEL & SUITES","3635 CROOKED TRL","SAN ANTONIO"
5310,"COUNTRY INN &SUITES","1560 S INTERSTATE 35","SAN MARCOS"
7945,"HILTON GARDEN INN - DENTON","3110 COLORADO BLVD","DENTON"
2348,"CANDLEWOOD SUITES DEER PARK","1300 EAST BLVD","DEER PARK"
5861,"COURTYARD BY MARRIOTT","2800 COLORADO BLVD","DENTON"
7000,"FAIRFIELD INN & SUITES","6 CASCADE CAVERNS RD","BOERNE"
10066,"MAYHILL HOSPITALITY LP., DBA RESIDENCE INN-DENTON","3761 S INTERSTATE 35 E # SOUTH","DENTON"
8571,"HOTEL SORELLA","800 W SAM HOUSTON PKWY N STE 200","HOUSTON"
11451,"RED ROOF INN & SUITES - BEAUMONT","2310 INTERSTATE 10 S","BEAUMONT"
5853,"COURTYARD BY MARRIOT","6400 OVERTON RIDGE BLVD","FORT WORTH"
7008,"FAIRFIELD INN & SUITES & THE CASCADES EVENT CENTER","5909 STONE CREEK DR","LEWISVILLE"
5139,"COMFORT SUITES","9700 DALLAS PKWY","FRISCO"
12831,"SPRINGHILL SUITES","8401 ANGELS DR","PLANO"
11610,"RESIDENCE INN DFW AIRPORT SOUTH","2200 VALLEY VIEW LN","IRVING"
9825,"LONGHORN RIVER RANCH","3102 RANCH ROAD 165","DRIPPING SPRINGS"
16670,"WYDHAM GARDEN","103 9TH ST","SAN ANTONIO"
10824,"PALAZZO LAVACA","1614 LAVACA ST","AUSTIN"
2578,"CASULO HOTEL","3017 S INTERSTATE 35","AUSTIN"
8158,"HOLIDAY INN EXPRESS & SUITES","1117 HIGHWAY 332","CLUTE"
13997,"THE VINEYARD AT FLORENCE","8711 W FM 487","FLORENCE"
8373,"HOME 2 SUITES DFW N","4700 PLAZA DR","IRVING"
7232,"FOSSIL CREEK HOTEL LP","515 HOUSTON ST STE 800","FORT WORTH"
8175,"HOLIDAY INN EXPRESS & SUITES","300 KILGORE DR","HENDERSON"
7685,"HAMPTON INN AND SUITES DALLAS-DE SOTO","1311 E CENTRE PARK BLVD","DESOTO"
8579,"HOTEL VAN ZANDT","605 DAVIS ST","AUSTIN"
8459,"HOMEWOOD SUITES BY HILTON","3801 EXPRESSWAY 83","MCALLEN"
12976,"STAYBRIDGE SUITES DFW AIRPORT NORTH","2220 MARKET PLACE BLVD","IRVING"
8173,"HOLIDAY INN EXPRESS & SUITES","2801 JAY RD","SEGUIN"
30,"10015 MAIN ST.","10015 MAIN ST","HOUSTON"
8791,"INTOWN SUITES EL PASO","7984 GATEWAY BLVD E","EL PASO"
8805,"INTOWN SUITES PERRIN BEITEL","9531 PERRIN BEITEL RD","SAN ANTONIO"
2304,"CANDLEWOOD SUITES","19998 PARK ROW DR","KATY"
9933,"MAGNIFICENT 7","2300 LEONARD ST","DALLAS"
7779,"HAWTHORN SUITES","15201 WINDWARD DR","CORPUS CHRISTI"
6724,"EMBASSY SUITES","125 E HOUSTON ST","SAN ANTONIO"
9379,"LA QUINTA INN & SUITE","7622 N INTERSTATE 35","AUSTIN"
5071,"COMFORT SUITES","12 WESTERN PLAZA DR","AMARILLO"
8054,"HOLIDAY INN AMARILLO EAST","7799 E INTERSTATE 40","AMARILLO"
5892,"COURTYARD BY MARRIOTT MIDLAND","1505 TRADEWINDS BLVD","MIDLAND"
8927,"J-T WILLIAMSON INVESTMENTS, LP","20021 ROD AND GUN CLUB RD","SPICEWOOD"
10244,"MOLLARD PROPERTIES, LTD.","400 N QUEEN ST","PALESTINE"
13694,"THE BUNGALOWS HOTEL & EVENT CENTER","1000 S BELL BLVD","CEDAR PARK"
6265,"DELUXE 6 INN & SUITES","8280 N EXPRESSWAY","BROWNSVILLE"
9267,"LA MAISON IN MIDTOWN AN URBAN BED AND BREAKFAST","2800 BRAZOS ST","HOUSTON"
16229,"VCI PROPERTIES, LTD.","4026 FAWNRIDGE DR","SAN ANTONIO"
7759,"HARDIN HOUSE DORMITORY","2206 RIO GRANDE ST","AUSTIN"
5981,"CROSSROADS HOTEL","3135 E JOHN CARPENTER FWY","IRVING"
2320,"CANDLEWOOD SUITES","5355 CLEARWATER CT","BEAUMONT"
12956,"STAYBRIDGE SUITES","36 WESTERN PLAZA DR","AMARILLO"
2302,"CANDLEWOOD SUITES","18 WESTERN PLAZA DR","AMARILLO"
1388,"BAYOU CITY LODGING, LLC","915 W DALLAS ST","HOUSTON"
840,"AMERICA'S BEST INN","1181 N WATSON RD","ARLINGTON"
10828,"PALM AIRE HOTEL & SUITES","415 S INTERNATIONAL BLVD","WESLACO"
7987,"HILTON GARDEN INN OF AMARILLO","9000 W INTERSTATE 40","AMARILLO"
9467,"LA QUINTA INNS & SUITES","501 W FM 2147","MARBLE FALLS"
8215,"HOLIDAY INN EXPRESS & SUITES MCALLEN","1800 S 6TH ST","MCALLEN"
411,"40 CURLEW DR","40 CURLEW DR","ROCKPORT"
14052,"THUNDERBIRD LODGE AND EVENTS CNETER","200 GREENWOOD HILLS TRL","BURNET"
8530,"HOTEL AVA","800 GARDEN ST","LAREDO"
11989,"SAN ANTONIO AIRPORT RESIDENCE INN","1014 NE LOOP 410","SAN ANTONIO"
5237,"CORLAY RANCH","367 FM 405","DODGE"
7295,"G&D FINANCIAL SERVICES, L.P.","112 AMERICAN DR UNIT A","COTULLA"
16137,"UNIVERSITY OAKS","6685 UTSA BLVD","SAN ANTONIO"
12407,"SHADOW DANCE RANCH GUEST HOUSE","15732 FM 470","TARPLEY"
7980,"HILTON GARDEN INN HOUSTON NORTHWEST","14919 NORTHWEST FWY","HOUSTON"
9570,"LAKESIDE TREE HOUSE","111 BOXWOOD LN N","BROOKELAND"
5194,"CONCORO HILLS RENTAL","465 CONCORD HILL RD","ZAVALLA"
9555,"LAKESHORE GET AWAY","605 LAKESHORE DR","BROOKELAND"
1285,"BARKWOOD RENTAL","128 BARKWOOD DR","BROOKELAND"
9580,"LAKEWAY","318 LAKEWAY DR","BROOKELAND"
14060,"TIGER CREEK RETREAT","3535 FM 1007","BROOKELAND"
5933,"COVE LANE","156 COVE LN","BROOKELAND"
11388,"RAYBURN COUNTRY CABIN","213 ETON CIRCLE","BROOKELAND"
7169,"FLIGHTS END","117 BRIARWOOD CT","BROOKELAND"
9581,"LAKEWAY APARTMENT","336 LAKEWAY DR","BROOKELAND"
16183,"VALLEY FORGE","125 VALLEY FRG","ZAVALLA"
10392,"MULLBERRY COVE","112 MULLBERRY BEACH","BROOKELAND"
7401,"GOLF'S EDGE","2550 SAM RAYBURN PKWY # B6","BROOKELAND"
9577,"LAKEVIEW PARADISE","956 COUNTY ROAD 056","ZAVALLA"
11480,"REEL PARADISE","378 LAKEWOOD DR","JASPER"
4936,"CLUB VILLA","402 CLUB VILLA","JASPER"
7150,"FISHERMANS ESCAPE","200 FM 1007","BROOKELAND"
1891,"BIG SAM BARNDOMINIUM","112 BIRCH PARK LN","BROOKELAND"
11394,"RAYBURN SHORES","260 MARBLEWOOD","BROOKELAND"
4938,"CLUB VILLA","412 CLUB VILLA","JASPER"
4939,"CLUB WALK VILLA","515 CLUB WALK VILLA","JASPER"
7899,"HILLSIDE HIDE AWAY","786 COUNTY ROAD 056","JASPER"
5266,"COTTAGE IN THE WOODS","366 DOGWOOD","BROOKELAND"
13776,"THE GOLF ESCAPE","2550 SAM RAYBURN PKWY # B2","BROOKELAND"
12472,"SHORELINE SUITE","385 SHORELINE DR","BROOKELAND"
4937,"CLUB VILLA","409 CLUB VILLA","BROOKELAND"
9574,"LAKETIME COTTAGE","633 COUNTY ROAD 057","JASPER"
1301,"BASS COVES","141 COUNTY ROAD 052","JASPER"
9573,"LAKETIME CABIN","633 COUNTY ROAD 057","JASPER"
16526,"WILDBRIAR FISH CAMP","286 WILDBRIAR","JASPER"
9575,"LAKETIME RETREAT","633 COUNTY ROAD 057","JASPER"
13222,"SUNSET SHORES","128 BOXWOOD LN N","BROOKELAND"
11885,"RUSTIC GET AWAY","865 MILL CREEK ACRES","BROOKELAND"
9582,"LAKEWAY COVE","132 LAKEWAY CIR","BROOKELAND"
11390,"RAYBURN COUNTRY CONDO","414 CLUB VILLA","BROOKELAND"
7402,"GOLF CONDO VIEW","2550 SAM RAYBURN PKWY","BROOKELAND"
11040,"PINEYWOODS RETREAT","205 KNOLLWOOD DR","JASPER"
11395,"RAYBURN VILLAGE CONDO","609 PLAYERS PL","BROOKELAND"
1890,"BIG SAM'S POINT","876 CR 056","JASPER"
5935,"COVES ESCAPE","217 COVES LOOP","BROOKELAND"
1954,"BLUE JAY GET AWAY","167 BLUEJAY DR","BROOKELAND"
5201,"CONDO ESCAPE","509 CLUB VILLA","BROOKELAND"
9556,"LAKESHORE LODGE","545 LAKESHORE DR","BROOKELAND"
10115,"MERRY INN","2402 HOUSTON BLVD","SOUTH HOUSTON"
8538,"HOTEL COURTS","6811 AVENUE Q","HOUSTON"
12497,"SIESTA MOTEL","1615 WAYSIDE DR","HOUSTON"
13391,"SUPER 8/PLAINVIEW INN","4005 OLTON RD","PLAINVIEW"
10768,"PALACE INN","14029 NORTHWEST FWY","HOUSTON"
9794,"LONE STAR INN & SUITES","205 E BROADWAY ST","FRITCH"
2301,"CANDLEWOOD SUITES","17525 ST LUKES WAY","THE WOODLANDS"
1653,"BEST WESTERN ATASCOCITA INN & SUITES","7730 FM 1960 RD E","HUMBLE"
6520,"ECONO LODGE","123 LIBERAL ST","DALHART"
796,"ALOFT AUSTIN NW","14020 N HIGHWAY 183","AUSTIN"
8100,"HOLIDAY INN EXPRESS","220 RELIANT DR","PORTLAND"
800,"ALOFT DALLAS DOWNTOWN","1033 YOUNG ST","DALLAS"
6175,"DAYS INN & SUITES","4630 TECHNIPLEX DR","STAFFORD"
1736,"BEST WESTERN LONGVIEW","310 E LOOP 281 # B","LONGVIEW"
10776,"PALACE INN","26035 SOUTHWEST FWY","ROSENBERG"
11566,"RESIDENCE INN","25401 KATY MILLS DR","KATY"
12896,"STABLEWOOD SPRINGS RESORT","145 CARDINAL HILL RD","HUNT"
11252,"QUALITY INN AND SUITES","13741 RACEWAY DR","NORTHLAKE"
12171,"SCOTTISH INN & SUITES ATASCOCITA","8602 FM 1960 RD E","HUMBLE"
1292,"BARON MOTEL","6633 W MONTGOMERY RD","HOUSTON"
12087,"SANTA FE INN & SUITES","2500 S LOOP W","HOUSTON"
11495,"REGENCY INN","413 INTERSTATE HIGHWAY 79","JEWETT"
9283,"LA POSADA MILAGRO HOTEL","100 LA POSADA MILAGRO LN","TERLINGUA"
2688,"CINNAMON SHORE RENTALS","5009 STATE HIGHWAY 361","PORT ARANSAS"
6995,"FAIRFIELD INN & SUITES","4251 S COLLINS ST","ARLINGTON"
7252,"FRANKLIN TOWN CENTER HOTEL","208 N CENTER ST","FRANKLIN"
11789,"ROCKIN' R RETREAT & EVENT CENTER","5650 BOTTOMS RD","TEMPLE"
1748,"BEST WESTERN OCEAN VILLA","400 E AVENUE G","PORT ARANSAS"
12980,"STAYBRIDGE SUITES HOUSTON IAH","1910 N SAM HOUSTON PKWY E","HOUSTON"
10812,"PALACE INN MLK","4821 SOUTH LOOP E","HOUSTON"
8150,"HOLIDAY INN EXPRESS-GARLAND","4412 BASS PRO DR","GARLAND"
1053,"ANTLER OAKS LODGE & R.V. RESORT","3862 STATE HIGHWAY 16 N","BANDERA"
13854,"THE LODGES AT THE BANDIT GOLF CLUB","1111 LONG CREEK BLVD","NEW BRAUNFELS"
9446,"LA QUINTA INN AND SUITES - NEW CANEY","22025 US HIGHWAY 59","NEW CANEY"
13386,"SUPER 8 SEAWORLD MEDICAL CTR","5336 WURZBACH RD","SAN ANTONIO"
1037,"ANJANI HOSPITALITY LLC","9824 J M HESTER ST","HUMBLE"
1151,"ARPAN, LLC","300 E INTERSTATE 30","ROYSE CITY"
14193,"TRADE WINDS MOTEL","520 S JACKSON ST","JACKSONVILLE"
2103,"BUDGET INN","12425 E NORTHWEST HWY","DALLAS"
8555,"HOTEL INDIGO BAYLOR","211 CLAY AVE","WACO"
16320,"VILLA WEST INN","300 W POOL RD","ODESSA"
7031,"FAIRFIELD INN AND SUITES","2100 COCKRELL HILL RD","DALLAS"
6834,"EXECUTIVE INN","1919 HIGHWAY 16 S","GRAHAM"
8422,"HOME2SUITES - BEAUMONT","5370 CLEARWATER CT","BEAUMONT"
13403,"SUPREME BRIGHT MIDLAND, LLC","1401 TRADEWINDS BLVD","MIDLAND"
12551,"SLEEP INN & SUITES OF ROUND ROCK","1980 S INTERSTATE 35","ROUND ROCK"
8753,"INN ON BARONS CREEK","308 S WASHINGTON ST","FREDERICKSBURG"
5142,"COMFORT SUITES - NACOGDOCHES","3429 SOUTH ST","NACOGDOCHES"
11214,"PURPLE SAGE MOTEL","1501 E COLISEUM DR","SNYDER"
11523,"RELAX INN","3604 HIGHWAY 21 E","BRYAN"
15212,"TUTLE HILL LODGING AND CONFERENCE CENTER","100 TURTLE HILL CT","MUENSTER"
1836,"BEST WESTERN SINTON","8108 US HIGHWAY 77","SINTON"
12879,"SPRINGHILLSUITES BY MARRIOTT BAYTOWN","5169 EAST FWY","BAYTOWN"
13774,"THE GOLDEN COVE","2334 SANBAR RD","GRAFORD"
6062,"D & D LODGING 7, LLC","3115 CENTRAL MALL DR","PORT ARTHUR"
10374,"MOTEL6","1228 S MAIN ST","BOERNE"
6145,"DAY'S INN SEAWORLD","6010 NW LOOP 410","SAN ANTONIO"
881,"AMERICA'S BEST VALUE INN OF EAGLE PASS","2150 DEL RIO BLVD","EAGLE PASS"
6272,"DELUXE INN & SUITES","15830 EAST FWY","CHANNELVIEW"
2141,"BUDGET INN","901 E OAK ST","SANDERSON"
9405,"LA QUINTA INN & SUITES ANGLETON","2400 W.MULBERRY STREET","ANGLETON"
9088,"KENEDY COUNTRY LNN","320 S SUNSET STRIP ST","KENEDY"
8042,"HOLIDAY INN","725 PLAZA DR","TROPHY CLUB"
8638,"HUDSON HOUSE MOTEL","500 N ED CAREY DR","HARLINGEN"
8017,"HIWAY MOTEL","104 N JOHNSON ST","ALICE"
6373,"DOFFLEMYER HOTEL","320 E WALLACE ST","SAN SABA"
5921,"COURTYARD KINGWOOD","130 NORTHPARK PLAZA DR","KINGWOOD"
700,"ADOBE INN MOTEL","1591 FM 1110 RD","CLINT"
6266,"DELUXE INN","11720 GATEWAY BLVD E","EL PASO"
1642,"BEST WESTERN","900 W US HIGHWAY 287 S","BOWIE"
13088,"STUDIO 6 LLC","4521 MARSHA SHARP FWY","LUBBOCK"
1788,"BEST WESTERN PLUS GOLIAD","754 E PEARL ST","GOLIAD"
8337,"HOLIDAY INN NORTH PADRE ISLAND","15202 WINDWARD DR","CORPUS CHRISTI"
10878,"PARADISE INN","3002 ROOSEVELT AVE","SAN ANTONIO"
12722,"SOUTHWEST LODGE INN OF TEXAS, INC","267 GEBHARDT RD","SEALY"
2298,"CANDLEWOOD SUITES","1471 N INTERSTATE 35","NEW BRAUNFELS"
1682,"BEST WESTERN EXECUTIVE INN","1659 S JACKSON ST","JACKSONVILLE"
9289,"LA QUINTA","380 E. PALACE PARKWAY","GRAND PRAIRIE"
1751,"BEST WESTERN ON THE ISLAND","14050 S PADRE ISLAND DR","CORPUS CHRISTI"
2357,"CANDLEWOOD SUITES HOUSTON EAST I-10","1020 MAXEY RD","HOUSTON"
13780,"THE GRAND HOTEL","114 W LOUISIANA ST","MCKINNEY"
7658,"HAMPTON INN & SUITES CLEBURNE","1996 W HENDERSON ST","CLEBURNE"
8034,"HOLIDAY INN","2370 CHISHOLM TRL","ROUND ROCK"
8266,"HOLIDAY INN EXPRESS HOTEL & SUITES","2410 N BEDELL AVE","DEL RIO"
9297,"LA QUINTA AND SUITES OF COLUMBUS","2427 HIGHWAY 71 S","COLUMBUS"
12091,"SAPPHIRE","310 PADRE BLVD","SOUTH PADRE ISLAND"
16545,"WIMBERLEY SHADE RANCH LLC","500 CR 1492","WIMBERLEY"
13221,"SUNSET RIDGE ESCAPE, LLC","180 OAK TERRACE DR","WIMBERLEY"
1798,"BEST WESTERN PLUS LYTLE INN & SUITES","19876 INTERSTATE 35 S","LYTLE"
16543,"WIMBERLEY GREAT ESCAPE, LLC","2312 FLITE ACRES RD","WIMBERLEY"
7850,"HIDDEN LAKES HUNTING RESORT, INC","1609 COUNTY ROAD 1912","YANTIS"
12825,"SPRINGHILL SUITES","15555 NORTH FWY","HOUSTON"
7699,"HAMPTON INN DFW SOUTH","4340 W AIRPORT FWY","IRVING"
11090,"PLATINUM HOTELS","4255 BRYANT IRVIN RD","FORT WORTH"
9184,"KNIGHTS INN","1550 EMPIRE CENTRAL","DALLAS"
7962,"HILTON GARDEN INN COLLEGE STATION","3081 UNIVERSITY DR E","BRYAN"
727,"AIRWAY INN","2221 GREENS RD","HOUSTON"
13340,"SUPER 8 MOTEL","204 LAKEWOOD DR","MOUNT PLEASANT"
8428,"HOMETOWN INN AND SUITES","2700 N EASTMAN RD","LONGVIEW"
13387,"SUPER 8 TOMBALL","1437 KEEFER RD","TOMBALL"
11721,"RIVER ROAD VACATION RENTALS","12821 RIVER RD","NEW BRAUNFELS"
866,"AMERICA'S BEST VALUE INN","5500 NE LOOP 820","HALTOM CITY"
10951,"PEARL INN","11959 S SAM HOUSTON PKWY W","HOUSTON"
11670,"RIM ROCK LODGE","401 RIM ROCK RANCH RD","SAN MARCOS"
11720,"RIVER ROAD TREEHOUSES","12660 RIVER RD","NEW BRAUNFELS"
13975,"THE TARPON IN PORT A","200 E COTTER AVE","PORT ARANSAS"
1728,"BEST WESTERN LA HACIENDA INN","200 E HIGHWAY 175","KAUFMAN"
12852,"SPRINGHILL SUITES BY MARRIOTT","720 E VISTA RIDGE MALL DR","LEWISVILLE"
6797,"ERIC YERKOVICH","7639 W HIGHWAY 71","AUSTIN"
14328,"TRU BY HILTON FORT WORTH FOSSIL CREEK","6200 OLD DENTON RD","FORT WORTH"
5897,"COURTYARD BY MARRIOTT SAN MARCOS","625 COMMERCIAL LOOP","SAN MARCOS"
