"Tp_HotelID","Tp_HotelName","Tp_HotelAddress","Tp_City"
109584,"Courtyard Abilene Southwest/Abilene Mall South","4350 Ridgemont Dr"," ABILENE"
243920,"Motel 6 Abilene","4951 W Stamford St"," ABILENE"
596029,"Holiday Inn Express Abilene Mall","3112 S Clack St"," ABILENE"
98318,"Emerald Inn Expo","840 US Highway 80 E"," ABILENE"
1804550,"WoodSpring Suites Abilene","4266 Oil Belt Ln"," ABILENE"
98330,"Royal Inn","5695 S 1st St West US Highway 80"," ABILENE"
8537760,"TownePlace Suites by Marriott Abilene Northeast","2141 Scottish Rd"," ABILENE"
1490580,"La Quinta Inn & Suites by Wyndham Abilene Mall","3018 Catclaw Dr"," ABILENE"
1163526,"Big Country Hotel & Suites","3010 Catclaw Dr"," ABILENE"
217129,"Whitten Inn University","1625 Texas Highway 351"," ABILENE"
98322,"MCM Elegante Suites","4250 Ridgemont Dr"," ABILENE"
1200607,"Residence Inn Abilene","1641 E Musgrave Blvd"," ABILENE"
73796,"Days Inn by Wyndham Abilene","3950 Ridgemont Dr"," ABILENE"
98325,"La Quinta Inn by Wyndham Abilene","3501 W Lake Rd"," ABILENE"
1018856,"Super 8 by Wyndham Abilene South","4397 Sayles Blvd"," ABILENE"
18904550,"Home2 Suites By Hilton Abilene","2109 Scottish Road"," ABILENE"
98324,"Holiday Inn Express Abilene","1802 E Overland Trl"," ABILENE"
1237904,"Comfort Inn & Suites Regional Medical Center","6350 Directors Pkwy"," ABILENE"
939387,"Comfort Suites University","1902 E Overland Trl"," ABILENE"
1421292,"Candlewood Suites Abilene","3050 Catclaw Dr"," ABILENE"
98329,"The Inn and Suites at 34 Fifty","3450 S Clack St"," ABILENE"
266031,"Super 8 by Wyndham Abilene North","1525 E Stamford St I-20 Exit 288 & Hwy 351"," ABILENE"
8640050,"Courtyard by Marriott Abilene Northeast","2141 Scottish Rd"," ABILENE"
1372117,"Quality Inn","1758 E. I-20"," ABILENE"
483816,"Antilley Inn","6550 US Highway 83"," ABILENE"
141904,"Motel 6 Abilene East","1702 E Overland Trl"," ABILENE"
109791,"Americas Best Value Inn & Suites-Abilene Mall","3165 S Danville Dr"," ABILENE"
1735438,"Best Budget Inn Abilene","3153 S 1st St"," ABILENE"
4155126,"Tower Motel Abilene","3417 S 1st St"," ABILENE"
601298,"Civic Plaza Hotel","505 Pine St"," ABILENE"
21397848,"Americas Best Value Inn - Abilene","1633 W Stamford St"," ABILENE"
19749463,"Travel Inn Abilene","2202 W Overland Trl"," ABILENE"
11695575,"Whistle Stop RV Resort","695 East Stamford St"," ABILENE"
4427284,"Abilene KOA Journey","4851 W Stamford St"," ABILENE"
1108973,"Sparhawk Bed and Breakfast","3695 S 1st St"," ABILENE"
2214771,"Abilene RV Park","6195 E Interstate 20"," ABILENE"
11624260,"Sayles Landmark","642 Sayles Blvd"," ABILENE"
10729624,"Buck Creek Recreational Vehicle Park","12445 County Road 108 N"," ABILENE"
1195221,"The Blue Willow at Erinshire","435 College Dr"," ABILENE"
16735504,"Abilene Inn & Suites","350 W Overland Trl"," ABILENE"
6034298,"Western Motel","3201 S 1st St"," ABILENE"
17762995,"Phil's Boys Estates","402 Arnold Blvd"," ABILENE"
21586110,"The Windsor Apartments","401 Pine St"," ABILENE"
6001787,"Executive Inn","1650 E Overland Trl"," ABILENE"
3418036,"Kiva Hotel Abilene","5203 S 1st St"," ABILENE"
1992457,"Frontier Inn","3210 Pine St"," ABILENE"
15611408,"Staybridge Suites IAH Airport East","7195 Will Clayton Pkwy"," HUMBLE"
10639059,"WoodSpring Suites Signature Houston IAH Airport","18028 Highway 59 N"," HUMBLE"
1878577,"Sleep Inn & Suites Bush Intercontinental Airport IAH East","18150 McKay Dr"," HUMBLE"
11668785,"Americas Best Value Inn & Suites IAH Airport North","7825 FM 1960 Bypass Rd W"," HUMBLE"
1382363,"Regency Inn & Suites","7700 Will Clayton Pkwy"," HUMBLE"
300749,"Comfort Suites Humble Houston North","22223 Highway 59 N"," HUMBLE"
596569,"Rodeway Inn Humble","9717 West FM 1960 Bus. Road"," HUMBLE"
247107,"Comfort Inn & Suites IAH Bush Airport - East","7014 Will Clayton Pkwy Intersection: McKay Blvd."," HUMBLE"
13362352,"Express Inn and Suites","2112 FM 1960 Rd E"," HUMBLE"
223416,"Red Roof Inn & Suites Houston - Humble/IAH Airport","9821 West FM1960 Business"," HUMBLE"
313572,"Travel Inn","17607 Highway 59 N"," HUMBLE"
20020855,"Econo Lodge Inn & Suites Humble FM1960 - IAH Airport","19753 Deerbrook Park Blvd"," HUMBLE"
7236761,"La Quinta Inn & Suites by Wyndham Houston Humble Atascocita","6909 Atascocita Rd"," HUMBLE"
589367,"Best Western Plus Houston Atascocita Inn & Suites","7730 FM 1960 Rd E"," HUMBLE"
1597508,"La Quinta Inn & Suites by Wyndham Houston Bush Intl Airpt E","18201 Kenswick Dr"," HUMBLE"
226038,"Country Inn & Suites By Radisson, Houston Intercontinental Airport East","20611 Highway 59 N"," HUMBLE"
224442,"Hampton Inn Houston/Humble-Airport Area","20515 Highway 59 N"," HUMBLE"
16857326,"Comfort Suites Humble Houston at Beltway 8","7502 N Sam Houston Pkwy E"," HUMBLE"
10758543,"Hampton Inn & Suites Houston / Atascocita","19108 Moon Trail Drive"," HUMBLE"
1759567,"Winchester Inn & Suites Humble/IAH/North Houston","15625 Highway 59 N"," HUMBLE"
6439277,"Holiday Inn Express & Suites Atascocita","5619 Fm 1960 Rd E"," HUMBLE"
507196,"Wingate by Wyndham Humble/houston Intercontinental Airport","7114 Will Clayton Pkwy"," HUMBLE"
1225697,"Ramada by Wyndham Houston Intercontinental Airport East","6115 Will Clayton Pkwy"," HUMBLE"
106904,"Fairfield Inn & Suites Houston Humble","20525 Highway 59 N"," HUMBLE"
1214792,"Best Western Houston Bush Intercontinental Airport Inn","18032 McKay Dr"," HUMBLE"
8606295,"Holiday Inn Houston NE - Bush Airport Area","18555 Kenswick Dr"," HUMBLE"
12819258,"Staybridge Suites Houston Humble - Generation PK","4819 Canyon Lakes Trace Dr"," HUMBLE"
12699148,"Americas Best Value Inn and Suites -Humble","1130 FM 1960 Bypass Rd E"," HUMBLE"
2313618,"Days Inn by Wyndham Humble/Houston Intercontinental Airport","9824 JM Hester Road"," HUMBLE"
244365,"Woodland Inn Humble - Houston International Airport","15319 Eastex Freeway Service Rd"," HUMBLE"
19770002,"Super 8 by Wyndham Humble/Fallcreek/Houston","8711 N Sam Houston Pkwy E"," HUMBLE"
277896,"Super 8 by Wyndham Intercontinental Houston TX","7010 Will Clayton Pkwy"," HUMBLE"
19997276,"SureStay Plus Hotel by Best Western Humble","15617 Eastex Freeway"," HUMBLE"
446410,"Super 8 by Wyndham Humble/Fm 1960/Hwy 59","20118 Eastway Village Dr Hwy 59 and FM1960"," HUMBLE"
7648139,"Crown Inn Humble","15707 U.s. 59"," HUMBLE"
13005491,"Scottish Inn & Suites - IAH Airport","7827 FM 1960 Bypass Rd W"," HUMBLE"
627517,"Americas Best Value Inn & Suites-Bush Int'l Airport","18031 McKay Dr"," HUMBLE"
17762089,"Americas Best Value Inn Aldine Westfield","3231 FM 1960 Rd E"," HUMBLE"
12947359,"Scottish Inn & Suites - Atascocita","8602 FM 1960 Rd E"," HUMBLE"
13392849,"Grand Villa Inn & Suites","9706 N Sam Houston Pkwy E"," HUMBLE"
21248440,"The Place - Hotel Rooms and Studios","20145 Eastway Village Dr"," HUMBLE"
2155757,"Regency Inn","7815 N Sam Houston Pkwy E"," HUMBLE"
123956,"Days Inn Houston","17607 Highway 59 N"," HUMBLE"
241645,"Scottish Inn & Suites Humble","14835 Highway 59 N"," HUMBLE"
254914,"Ashbury Suites And Inn","14545 Highway 59 N"," HUMBLE"
250030,"Americas Inn - Humble","14020 Homestead Rd"," HUMBLE"
17497743,"Garden Inn Express-Houston-Humble-Beltway 8 E","9650 N Sam Houston Pkwy E"," HUMBLE"
1642796,"Leisure Inn","14819 Highway 59 N"," HUMBLE"
20028106,"Palace Inn Blue - IAH East","17900 Highway 59 N"," HUMBLE"
1177208,"Motel 6 Humble","20145 Eastway Village Dr"," HUMBLE"
603024,"Executive Suites Humble","17110 Highway 59 N"," HUMBLE"
1569230,"Budget Host Inn & Suites","17258 Highway 59 N"," HUMBLE"
9787865,"Classic Inn & Suites","14621 Us 59"," HUMBLE"
20854189,"Palace Inn","15025 Mesa Dr"," HUMBLE"
17637003,"Casa de Capucine","12210 Glen Crossing Cir"," HUMBLE"
11014354,"The George","180 Century Ct"," COLLEGE STATION"
13964174,"Texas A&M Hotel and Conference Center","177 Joe Routt Boulevard"," COLLEGE STATION"
10755160,"Cavalry Court, by Valencia Hotel Group","200 Century Ct"," COLLEGE STATION"
12875580,"Embassy Suites by Hilton College Station","201 University Dr E"," COLLEGE STATION"
7796830,"Best Western Plus College Station Inn & Suites","950 Arrington Rd"," COLLEGE STATION"
1027873,"Hyatt Place College Station","1100 University Dr E"," COLLEGE STATION"
98538,"Hilton College Station & Conference Center","801 University Dr E"," COLLEGE STATION"
7736847,"La Quinta Inn & Suites by Wyndham College Station South","1838 Graham Rd"," COLLEGE STATION"
523853,"Homewood Suites by Hilton College Station","950 University Dr E"," COLLEGE STATION"
275461,"Vineyard Court Designer Suites Hotel","1500 George Bush Dr E"," COLLEGE STATION"
1675721,"Country Inn & Suites by Radisson, College Station, TX","1010 Southwest Pkwy E"," COLLEGE STATION"
16875282,"Microtel Inn & Suites by Wyndham College Station","1820 Ponderosa Dr"," COLLEGE STATION"
1790499,"Ramada by Wyndham College Station","506 Earl Rudder Fwy S"," COLLEGE STATION"
98543,"Hampton Inn College Station","320 Texas Ave S"," COLLEGE STATION"
7134962,"Home2 Suites by Hilton College Station","300 Texas Ave S"," COLLEGE STATION"
530641,"Hampton Inn & Suites College Station / US 6-East Bypass","925 Earl Rudder Fwy S"," COLLEGE STATION"
7618456,"Baymont by Wyndham College Station","2611 Harvey Rd"," COLLEGE STATION"
18978151,"La Quinta Inn & Suites by Wyndham College Station North","1195 Earl Rudder Fwy S"," COLLEGE STATION"
8434172,"Aloft College Station","1150 University Dr E"," COLLEGE STATION"
107210,"Hawthorn Suites by Wyndham College Station","1010 University Dr E"," COLLEGE STATION"
109715,"Super 8 by Wyndham College Station","301 Texas Ave S Business Rt 6 & Texas Avenue S"," COLLEGE STATION"
6835170,"Staybridge Suites College Station","1405 University Dr E"," COLLEGE STATION"
98547,"La Quinta Inn by Wyndham College Station","607 Texas Ave S"," COLLEGE STATION"
98548,"Manor Inn College Station","2504 Texas Ave S"," COLLEGE STATION"
567327,"Comfort Suites Texas Ave.","2313 Texas Ave S"," COLLEGE STATION"
223858,"Courtyard by Marriott Bryan College Station","3939 State Highway 6 S"," COLLEGE STATION"
73670,"Days Inn by Wyndham College Station University Drive","901 University Dr E"," COLLEGE STATION"
223628,"Holiday Inn Express College Station","1203 University Dr E"," COLLEGE STATION"
603900,"Comfort Suites University Drive","907 University Dr E"," COLLEGE STATION"
277745,"Americas Best Value Inn & Suites College Station","3702 State Highway 6 S"," COLLEGE STATION"
1100028,"Residence Inn Bryan College Station","720 University Dr E"," COLLEGE STATION"
1206830,"7F Lodge","16611 Royder Rd"," COLLEGE STATION"
243754,"Motel 6 College Station - Bryan","2327 Texas Ave S Business S.R. 6 at Brentwood Drive"," COLLEGE STATION"
10698828,"Sleep Inn & Suites College Station","1846 Graham Rd"," COLLEGE STATION"
590340,"Holiday Inn Hotel & Suites Aggieland","2500 Earl Rudder Fwy S"," COLLEGE STATION"
598042,"EZ Travel Inn","2007 Texas Ave S"," COLLEGE STATION"
107209,"TownePlace Suites College Station","1300 University Dr E"," COLLEGE STATION"
12160852,"Tryp by Wyndham College Station","1508 Texas Ave S"," COLLEGE STATION"
98540,"Econo Lodge College Station University Area","104 Texas Ave S"," COLLEGE STATION"
98542,"Days Inn by Wyndham Bryan College Station","2514 Texas Ave S"," COLLEGE STATION"
23174274,"Wyndham Garden College Station","2829 Texas Avenue"," COLLEGE STATION"
98545,"Four Points by Sheraton College Station","1503 Texas Avenue South"," COLLEGE STATION"
582404,"Quality Suites","3610 Highway 6 South"," COLLEGE STATION"
8099327,"The Nest Bed, Breakfast and Spa","16424 Royder Rd"," COLLEGE STATION"
12318734,"Lazy G RV Park","16554 State Highway 6 S"," COLLEGE STATION"
14519243,"St. Nick's Green","19191 Texas 6 Frontage Rd S"," COLLEGE STATION"
7360427,"Karstens RV Park","6685 Elmo Weedon Rd"," COLLEGE STATION"
1648861,"Holiday RV Park","1518 Harvey Mitchell Pkwy S"," COLLEGE STATION"
3631656,"Country Haven","18 Ranchero Rd"," COLLEGE STATION"
3631379,"Creek View Cottage","1511 Wolf Run"," COLLEGE STATION"
7085137,"Birdhaven Guesthouse","2595 Peach Creek Rd"," COLLEGE STATION"
603684,"Hampton Inn & Suites Rockport - Fulton","3677 Highway 35 N"," ROCKPORT"
303007,"Pelican Bay Resort","4206 Highway 35 N"," ROCKPORT"
10811561,"Fairfield Inn & Suites Rockport","2950 Business Highway 35N"," ROCKPORT"
555227,"Quality Inn","1075 N Fulton Beach Rd"," ROCKPORT"
623546,"Bayfront Cottages","309 S Fulton Beach Rd"," ROCKPORT"
7374984,"Motel 6 Rockport","1006 Fm 3036 Hwy 35 & FM 3036"," ROCKPORT"
17562823,"Whooping Crane Manor B & B","505 S Church St"," ROCKPORT"
277947,"Lighthouse Inn at Aransas Bay","200 S Fulton Beach Rd"," ROCKPORT"
6374922,"La Quinta Inn & Suites by Wyndham Rockport - Fulton","2921 Highway 35 N"," ROCKPORT"
10344719,"Harbour Inn","209 N Austin St Rockport Harbor"," ROCKPORT"
1776522,"Holiday Inn Express Hotel & Suites Rockport / Bay View","925 Lady Clare St"," ROCKPORT"
15111923,"Bay View Inn","1105 E Market St"," ROCKPORT"
615692,"Hunt's Castle Hotel","725 S Water St"," ROCKPORT"
2156372,"Days Inn by Wyndham Rockport Texas","901 Highway 35 N"," ROCKPORT"
618333,"Sea View Motel","1155 Highway 35 N"," ROCKPORT"
1963827,"Angel Rose Bed & Breakfast","902 E Cornwall St"," ROCKPORT"
99386,"Laguna Reef Condominiums","1021 S Water St"," ROCKPORT"
7316157,"Reel'em Inn On the Bay","1603 S Water St"," ROCKPORT"
1083142,"Surf Court Motel","1204 E Market St."," ROCKPORT"
3386647,"Magic Sun Tan Motel","1805 Broadway St"," ROCKPORT"
125692,"Village Inn Motel","503 N Austin St"," ROCKPORT"
99385,"Key Allegro Inn","65 Nassau Dr"," ROCKPORT"
1222279,"Drifters Resort","4401 Highway 35 S"," ROCKPORT"
3875445,"Candlelight Cottages by the Beach","612 N Wood St"," ROCKPORT"
5978775,"Wilderness Oaks RV Resort","4851 Highway 35 N"," ROCKPORT"
82267,"Hoopes' House","417 Broadway St"," ROCKPORT"
6468945,"Angler's RV Retreat","1012 N Moline St"," ROCKPORT"
1638036,"Kontiki Beach Resort","2290 N Fulton Beach Rd"," ROCKPORT"
657921,"Little Bay Club","1801 Broadway St"," ROCKPORT"
11894909,"Circle W RV Ranch","1401 Smokehouse Rd"," ROCKPORT"
8799157,"Ancient Oaks RV Park","1222 Business Hwy 35 S"," ROCKPORT"
1647017,"Anthony's by the Sea","732 S Pearl St"," ROCKPORT"
13977945,"Lagoons RV Resort","600 Enterprise Blvd"," ROCKPORT"
12430136,"Copano Bay RV Resort and Cabins","3101 FM 1781"," ROCKPORT"
1934860,"The Last Resort RV Park, Motels, and Cabins","4321 Business Highway 35 South"," ROCKPORT"
12675130,"Paradise Oaks Coastal Cabins","2328 Chaparral St"," ROCKPORT"
6206304,"Grace Point Bed & Breakfast","5510 Loop 1781"," ROCKPORT"
1948126,"Enchanted Oaks RV Park","990 Hwy 35 Bypass"," ROCKPORT"
2720509,"Rockport Country Cottages and RV Park","139 Sparks Colony Rd"," ROCKPORT"
6996273,"Beacon RV Park & Marina","301 S Fulton Beach Rd"," ROCKPORT"
6966108,"Balboa Court","1408 S Church St"," ROCKPORT"
12729713,"Rahi Cottages 2","4503 Highway 35 S"," ROCKPORT"
82265,"Blue Heron Inn-Bed and Breakfast","801 Patton St"," ROCKPORT"
21281393,"By The Bay Rv & Lodging Resort","4321 Business Hwy 35 S."," ROCKPORT"
21294961,"Cove Harbor Coach Resort","2620 Hwy 35 South"," ROCKPORT"
6870777,"Blue Haven Cabins","138 Estes Private Rd"," ROCKPORT"
10117132,"Redfish Lodge","901 Rattlesnake Point Rd"," ROCKPORT"
8507819,"Wingate by Wyndham San Angelo","3620 S Jackson St"," SAN ANGELO"
8023862,"Home2 Suites by Hilton San Angelo","2569 Southwest Blvd"," SAN ANGELO"
105843,"Hampton Inn San Angelo","2959 Loop 306"," SAN ANGELO"
7383431,"Residence Inn San Angelo","2545 Southwest Blvd"," SAN ANGELO"
502121,"Fairfield Inn & Suites San Angelo","1459 Knickerbocker Rd"," SAN ANGELO"
7359233,"Courtyard San Angelo","2572 Southwest Blvd"," SAN ANGELO"
6675950,"Hawthorn Suites by Wyndham San Angelo","5750 Sherwood Way"," SAN ANGELO"
1657871,"SpringHill Suites San Angelo","2544 Southwest Blvd"," SAN ANGELO"
105853,"Quality Inn San Angelo","4613 S Jackson St"," SAN ANGELO"
105871,"Inn of the Conchos","2021 N Bryant Blvd"," SAN ANGELO"
244385,"Motel 6 San Angelo","311 N Bryant Blvd U.S. 87/277 at 4th Street"," SAN ANGELO"
230536,"Staybridge Suites San Angelo","1355 Knickerbocker Rd"," SAN ANGELO"
6002628,"Best Western North Bryant Inn","1418 N Bryant Blvd"," SAN ANGELO"
99400,"La Quinta Inn by Wyndham and Conference Center San Angelo","2307 Loop 306"," SAN ANGELO"
1856895,"Microtel Inn & Suites by Wyndham San Angelo","4649 W Houston Harte Expy"," SAN ANGELO"
8334730,"Pearl on the Concho Surestay Collection by Best Western","333 Rio Concho Dr"," SAN ANGELO"
314405,"Inn at the Art Center","2503 Martin Luther King Blvd"," SAN ANGELO"
8474758,"WoodSpring Suites San Angelo","4013 W Houston Harte Expy"," SAN ANGELO"
584985,"Holiday Inn Express San Angelo","4613 W Houston Harte Expressway"," SAN ANGELO"
99399,"Red Lion Hotel San Angelo","441 Rio Concho Dr"," SAN ANGELO"
7181995,"Candlewood Suites San Angelo","4587 W Houston Harte Expy"," SAN ANGELO"
124476,"Benchmark Inn","2502 Loop 306"," SAN ANGELO"
73251,"Days Inn by Wyndham San Angelo","3017 Loop 306"," SAN ANGELO"
585217,"Comfort Suites San Angelo","4450 W Houston Harte Expy"," SAN ANGELO"
105863,"Ramada Limited San Angelo","2201 N Bryant Blvd"," SAN ANGELO"
99397,"El Patio Inn","1901 W Beauregard Ave"," SAN ANGELO"
3337139,"Music Garden Mansion","602 Elm St"," SAN ANGELO"
1239000,"Super 8 by Wyndham San Angelo","410 W Avenue L"," SAN ANGELO"
99401,"Red Roof Inn & Suites San Angelo","4205 S Bryant Blvd"," SAN ANGELO"
217099,"Econo Lodge San Angelo","415 W Beauregard Ave"," SAN ANGELO"
10378094,"San Angelo Lodge","1717 W Beauregard Ave"," SAN ANGELO"
650644,"Knights Inn San Angelo","402 W Beauregard Ave"," SAN ANGELO"
230537,"Americas Best Value Inn","1601 S Bryant Blvd"," SAN ANGELO"
21340850,"Studio 6 San Angelo, TX","1601 S Bryant Blvd"," SAN ANGELO"
8646063,"Dun-Bar Motel","1728 Pulliam St"," SAN ANGELO"
7721256,"Park Motel","2819 N Chadbourne St"," SAN ANGELO"
17347293,"Old Central Firehouse Bed and Brew","200 S Magdalen St"," SAN ANGELO"
8300443,"San Angelo KOA","6699 Knickerbocker Rd"," SAN ANGELO"
1640714,"Flamingo Flatts","204 S Oakes St"," SAN ANGELO"
9785970,"Concho Pearl RV Estates","5163 Armstrong"," SAN ANGELO"
6819493,"Spring Creek Marina and RV Park","2680 Camper Rd"," SAN ANGELO"
1633718,"Concho River RV Resort","3512 Ben Ficklin Rd"," SAN ANGELO"
15595081,"7 Oaks Lodging","6696 Rm Highway 853"," SAN ANGELO"
1635525,"Angel's Guest House","121 E Twohig Ave"," SAN ANGELO"
9568814,"Texas Specialty Hunts","13527 Duncan Rd"," SAN ANGELO"
6028648,"Sands Motel","2000 N Chadbourne St"," SAN ANGELO"
3577779,"Courtyard Killeen","1721 E Central Texas Exspress way"," KILLEEN"
630001,"Hilton Garden Inn Killeen","2704 O W Curry Dr"," KILLEEN"
6609415,"Holiday Inn Express & Suites Killeen-Fort Hood Area","2603 Gateway Drive"," KILLEEN"
677513,"Residence Inn Killeen","400 E Central Texas Expy"," KILLEEN"
1520261,"Quality Inn","610 E Central Texas Expy"," KILLEEN"
244369,"Motel 6 Killeen","800 E Central Texas Expy U.S. 190 at Trimmier Road"," KILLEEN"
628617,"Shilo Inns Killeen","3701 S W S Young Dr"," KILLEEN"
628612,"Best Western Plus Killeen/Fort Hood Hotel and Suites","2709 Cunningham Rd"," KILLEEN"
20404750,"Stratus Suites - Boutique Hotel","404 S Fort Hood St"," KILLEEN"
13341903,"Hotel Killeen East Central","803 E Central Texas Expy"," KILLEEN"
672898,"Holiday Inn Killeen - Fort Hood","300 E Central Texas Expy"," KILLEEN"
106766,"Hampton Inn Killeen","2702 O W Curry Dr"," KILLEEN"
614246,"Sleep Inn & Suites Near Fort Hood","700 E Central Texas Expy"," KILLEEN"
73401,"Americas Best Value Inn-Killeen/Fort Hood","2709 E Veterans Memorial Blvd"," KILLEEN"
247132,"Fairfield Inn & Suites Killeen","200 E Central Texas Expy"," KILLEEN"
223644,"Days Inn by Wyndham Killeen Fort Hood","1602 E Centex Expressway"," KILLEEN"
99168,"La Quinta Inn by Wyndham Killeen - Fort Hood","1112 S Fort Hood St"," KILLEEN"
106769,"Travelodge by Wyndham Killeen/Fort Hood","810 E Central Texas Expy"," KILLEEN"
570291,"TownePlace Suites Killeen","2401 Florence Rd Killeen/Lampasas Area"," KILLEEN"
10622947,"Nites Inn","517 W Veterans Memorial Blvd"," KILLEEN"
609504,"Candlewood Suites Killeen - Fort Hood Area","2300 Florence Rd"," KILLEEN"
2367454,"Premium Inn & Suites","2603 E Elms Rd"," KILLEEN"
1239004,"Scottish Inn Killeen","2600 Gateway Dr"," KILLEEN"
10150219,"Motel 7","729 E Veterans Memorial Blvd"," KILLEEN"
8122187,"OYO Hotel Killeen","511 E Veterans Memorial Blvd"," KILLEEN"
106772,"Studio 6 Killeen","1502 E Central Texas Expy"," KILLEEN"
614486,"WoodSpring Suites Killeen","501 E Central Texas Expy"," KILLEEN"
99164,"Econo Lodge","606 E Central Texas Expy"," KILLEEN"
8530185,"Economy Motel","817 E Veterans Memorial Blvd"," KILLEEN"
5415071,"High Five Inn","609 S W S Young Dr"," KILLEEN"
1637898,"Modern Inn","1010 Root Ave"," KILLEEN"
106767,"Rodeway Inn","517 W Veterans Memorial Blvd"," KILLEEN"
259595,"Friendship Inn Killeen / Fort Hood","601 W Veterans Memorial Blvd"," KILLEEN"
12227139,"Day N Night Inn","6200 E Veterans Memorial Blvd"," KILLEEN"
1601796,"Scottish Inns Killeen","6104 E Veterans Memorial Blvd"," KILLEEN"
230477,"Amco Hotel and Suites","404 S Fort Hood St"," KILLEEN"
7625369,"Inko Hotel","1100 S Fort Hood St"," KILLEEN"
8719516,"Sunrise Inn","527 E Veterans Memorial Blvd"," KILLEEN"
1643996,"Liberty Motel","529 E Veterans Memorial Blvd"," KILLEEN"
17521496,"Welcome Motel","817 E Veterans Memorial Blvd"," KILLEEN"
23131351,"Baymont by Wyndham Killeen/ Fort Hood","1502 E Central Texas Expy"," KILLEEN"
10538795,"Cicada Springs RV Park","3002 Shady Dr"," KILLEEN"
4337513,"Hallmark Inn & Suites","4500 E Central Texas Expy"," KILLEEN"
5603619,"China Gate Hotel And Suites","1100 S Fort Hood St"," KILLEEN"
21266594,"Lone Star Inn & Suites","409 S 2nd St"," KILLEEN"
8700943,"Executive Inn & Suites","1601 E Central Texas Expy"," KILLEEN"
107465,"La Quinta Inn by Wyndham Laredo I-35","3610 Santa Ursula Ave"," LAREDO"
582425,"Embassy Suites by Hilton Laredo","110 Calle Del Norte"," LAREDO"
514502,"La Quinta Inn & Suites by Wyndham Laredo Airport","7220 Bob Bullock Loop"," LAREDO"
225889,"Red Roof Inn Laredo","1006 W Calton Rd"," LAREDO"
7890714,"Best Western Plus Laredo Inn & Suites","3110 Santa Ursula Avenue"," LAREDO"
107487,"Family Garden Inn","5830 San Bernardo Ave"," LAREDO"
6621938,"Motel 6 Laredo Airport","7124 Rosson Ln"," LAREDO"
652845,"WoodSpring Suites Laredo","1103 Bob Bullock Loop"," LAREDO"
587550,"Homewood Suites by Hilton Laredo at Mall del Norte","98 Calle Del Norte"," LAREDO"
12593784,"SureStay Hotel Laredo by Best Western","4820 San Bernardo Ave"," LAREDO"
1026942,"Amerik Suites Laredo Behind Mall Del Norte","6551 Metro Ct Behind Mall Del Norte"," LAREDO"
622002,"Best Western San Isidro Inn","1410 Hospitality Dr"," LAREDO"
99188,"Hotel Ava","800 Garden St"," LAREDO"
610111,"SpringHill Suites Laredo","5940 San Bernardo Ave"," LAREDO"
575944,"Residence Inn Laredo Del Mar","310 Lost Oak Rd"," LAREDO"
282702,"Fairfield Inn & Suites Laredo","700 W Hillside Rd"," LAREDO"
107470,"Hampton Inn Laredo","7903 San Dario Ave"," LAREDO"
1383038,"Rodeway Inn","2010 Lomas Del Sur I-35 South to 83 South"," LAREDO"
107489,"Courtyard Laredo","2410 Santa Ursula Ave"," LAREDO"
631233,"Staybridge Suites Laredo","7010 Bob Bullock Loop"," LAREDO"
99193,"Americas Best Value Inn Laredo","5240 San Bernardo Ave"," LAREDO"
20831921,"Tru by Hilton Laredo Airport","7120 Rosson Ln"," LAREDO"
604900,"Rialto Hotel","1219 Matamoros St"," LAREDO"
99183,"Days Inn & Suites by Wyndham Laredo","7060 San Bernardo Ave"," LAREDO"
17761245,"Laredo Mansion","1714 Houston St"," LAREDO"
17764619,"Hwy 59 Motel","2503 E Saunders St"," LAREDO"
7389317,"TownePlace Suites Laredo","6519 Arena Entertainment Area"," LAREDO"
225888,"Extended Stay America - Laredo - Del Mar","106 W Village Blvd"," LAREDO"
99180,"Sky-Palace Inn & Suites Laredo","2620 Santa Ursula Ave"," LAREDO"
250696,"La Hacienda Motor Hotel","4914 San Bernardo Ave"," LAREDO"
10625882,"Loma Alta Motel","3920 Santa Ursula Ave"," LAREDO"
20889208,"Loma Alta Motel","3915 San Bernardo Ave"," LAREDO"
99185,"Gateway Inn","4910 San Bernardo Ave"," LAREDO"
551462,"El Ancla del Laredo","10 Gonzalez"," LAREDO"
99191,"Rio Grande Plaza","1 S Main Ave"," LAREDO"
626940,"Relax Inn Laredo","3600 San Bernardo Ave"," LAREDO"
1633594,"Evelyn Motor Inn","2720 San Bernardo Ave"," LAREDO"
99186,"Hamilton","815 Salinas Ave"," LAREDO"
6028761,"Siesta Motel","4109 San Bernardo Ave"," LAREDO"
1644445,"The Mayan Inn","3219 San Bernardo Ave"," LAREDO"
21229512,"Rey Inn Hotel","8713 Mines Rd"," LAREDO"
99189,"La Posada Hotel","1000 Zaragoza St"," LAREDO"
631232,"Holiday Inn Express Hotel & Suites Laredo-Event Center Area","7223 Bob Bullock Loop"," LAREDO"
20831907,"Home2 Suites by Hilton Laredo Airport","7120 Rosson Ln"," LAREDO"
8627886,"Fairfield Inn & Suites Austin San Marcos","1250 N Interstate 35"," SAN MARCOS"
10521648,"Hilton Garden Inn San Marcos","2131 N Highway 35"," SAN MARCOS"
12502060,"Homewood Suites by Hilton San Marcos","451 Barnes Dr"," SAN MARCOS"
268311,"Hampton Inn & Suites San Marcos","106 N Interstate 35"," SAN MARCOS"
73232,"Best Western San Marcos","917 I-H 35 North"," SAN MARCOS"
