"Tp_HotelID","Tp_HotelName","Tp_HotelAddress","Tp_City"
98728,"The Westin Galleria Dallas","13340 Dallas Pkwy"," DALLAS"
109035,"Extended Stay America - Dallas - Greenville Ave.","12270 Greenville Ave"," DALLAS"
109391,"Wingate by Wyndham Dallas Love Field","8650 N Stemmons Fwy"," DALLAS"
258626,"Le Meridien Dallas by the Galleria","13402 Noel Rd"," DALLAS"
109426,"SpringHill Suites Dallas Downtown/West End","1907 N Lamar St"," DALLAS"
12441705,"TownePlace Suites by Marriott Dallas Downtown","555 Evergreen Street"," DALLAS"
109468,"Baymont by Wyndham Dallas/ Love Field","2370 W Northwest Hwy"," DALLAS"
224218,"Embassy Suites by Hilton Dallas Near the Galleria","14021 Noel Rd"," DALLAS"
10172958,"Fairfield Inn & Suites Dallas West / I-30","2100 N Cockrell Hill Rd"," DALLAS"
109339,"Extended Stay America - Dallas - Frankford Road","18470 Dallas Pkwy"," DALLAS"
109453,"Motel 6 Dallas Northwest","2380 W Northwest Hwy"," DALLAS"
98685,"Stay Express Inn Dallas - Fair Park / Downtown","8303 E R L Thornton Fwy"," DALLAS"
98655,"Hawthorn Suites by Wyndham Dallas Love Field Airport","7900 Brookriver Dr"," DALLAS"
217721,"Hilton Dallas Park Cities","5954 Luther Lane"," DALLAS"
659532,"The Ritz-Carlton, Dallas","2121 McKinney Ave"," DALLAS"
7343309,"Hampton Inn & Suites Dallas Market Center","3051 N Stemmons Fwy"," DALLAS"
13452416,"AC Hotel Dallas by the Galleria","5460 James Temple Drive"," DALLAS"
109456,"DoubleTree by Hilton Hotel Dallas - Love Field","3300 W Mockingbird Ln"," DALLAS"
98634,"Sonesta Suites Dallas Park Central","7800 Alpha Rd"," DALLAS"
280902,"Dallas Marriott Downtown","650 N Pearl St"," DALLAS"
109367,"Marriott Suites Dallas Medical Market Center","2493 N Stemmons Fwy"," DALLAS"
224241,"Hilton Garden Inn Dallas / Market Center","2325 N Stemmons Fwy"," DALLAS"
223053,"Best Western Plus Dallas Hotel & Conference Center","8051 Lyndon B Johnson Fwy"," DALLAS"
109351,"Sonesta Select Dallas Central Expressway","10325 N Central Expy"," DALLAS"
98628,"Townhouse Dallas Love Field Airport","2383 Stemmons Trl"," DALLAS"
98641,"Hilton Dallas Lincoln Centre","5410 Lyndon B Johnson Fwy"," DALLAS"
1218038,"Dallas/Addison Marriott Quorum by the Galleria","14901 Dallas Pkwy"," DALLAS"
109335,"Sonesta ES Suites Dallas Park Central","7880 Alpha Rd"," DALLAS"
13456648,"Element Dallas Downtown East","4005 Gaston Ave"," DALLAS"
109334,"Fairfield Inn & Suites Dallas Park Central","9230 LBJ Freeway"," DALLAS"
1235854,"Comfort Suites West Dallas - Cockrell Hill","4275 Dfw Tpke Cockrell Hill & I-30"," DALLAS"
98730,"Holiday Inn Dallas Market Center","4500 Harry Hines Blvd"," DALLAS"
224240,"Hyatt House Dallas/Lincoln Park","8221 N Central Expy"," DALLAS"
239871,"Studio 6 Dallas Northwest","2395 Stemmons Trl I-35E at Northwest Highway"," DALLAS"
109493,"Sonesta Simply Suites Dallas Galleria","13939 Noel Rd"," DALLAS"
224228,"Homewood Suites Dallas-Market Center","2747 N Stemmons Fwy"," DALLAS"
99375,"Red Roof Inn Dallas-Richardson","13685 N Central Expy"," DALLAS"
223045,"Quality Inn & Suites I-35 / Walnut Hill","10835 Composite Dr"," DALLAS"
109427,"Extended Stay America - Dallas - Market Center","2979 N Stemmons Fwy"," DALLAS"
98675,"Wyndham Garden Dallas North","2645 Lyndon B Johnson Fwy"," DALLAS"
217716,"HomeTowne Studios Dallas - North Addison/ Tollway","17425 Dallas Pkwy"," DALLAS"
109789,"Ramada by Wyndham Dallas Love Field","1575 Regal Row At Stemmons Freeway"," DALLAS"
98653,"Executive Inn","12670 E Northwest Hwy"," DALLAS"
21092437,"Kimpton Pittman Hotel","2551 Elm St"," DALLAS"
109404,"Candlewood Suites - Dallas Market Center","7930 N Stemmons Fwy"," DALLAS"
109438,"Sonesta ES Suites Dallas Central Expressway","10333 North Central Expressway"," DALLAS"
109374,"Sonesta ES Suites Dallas Market Center","6950 N Stemmons Freeway"," DALLAS"
114946,"Hotel St. Germain","2516 Maple Ave"," DALLAS"
239867,"Best Western Northwest Inn","2361 W Northwest Hwy"," DALLAS"
10223185,"Holiday Inn Express & Suites Dallas Northeast","11331 W Kingsley Rd"," DALLAS"
1657223,"Holiday Inn Express Hotel & Suites Dallas West","4321 Communications Dr"," DALLAS"
16679539,"SpringHill Suites Dallas Central Expressway","10111 N Central Expy"," DALLAS"
20099021,"SpringHill Suites Dallas Richardson/University Area","18180 Highland Springs Way"," DALLAS"
10151431,"Trinity Suites Downtown Dallas","1126 E 8th St"," DALLAS"
109325,"Comfort Suites North Dallas","13165 N Central Expy"," DALLAS"
217717,"Extended Stay America - Dallas - Coit Road","12121 Coit Rd"," DALLAS"
12204410,"Residence Inn by Marriott Dallas Downtown","1712 Commerce Street"," DALLAS"
13536529,"Holiday Inn Express & Suites Dallas NW Hwy - Love Field","2217 Connector Dr"," DALLAS"
98627,"Courtyard Dallas Northwest","2930 Forest Ln"," DALLAS"
98639,"Sheraton Dallas Hotel by the Galleria","4801 Lyndon B Johnson Fwy"," DALLAS"
1951637,"Tropicana Inn & Suites Dallas","10584 Luna Rd"," DALLAS"
13449918,"Residence Inn Dallas by the Galleria","5460 James Temple Drive"," DALLAS"
109353,"Staybridge Suites Dallas - Addison","16060 Dallas Pkwy"," DALLAS"
109371,"Comfort Suites NW Dallas Near Love Field","2287 W Northwest Hwy"," DALLAS"
1214715,"Holiday Inn Express & Suites Dallas East - Fair Park","8703 E R L Thornton Fwy"," DALLAS"
7734140,"Motel 6 Dallas - South","4610 S R L Thornton Fwy"," DALLAS"
13451350,"Residence Inn Dallas at The Canyon","3425 Canyon Bluff Blvd"," DALLAS"
109277,"Econo Lodge Airport I-35 North","2275 Valley View Ln"," DALLAS"
98690,"Motel 6 Dallas - Market Center","1625 Regal Row I-35e"," DALLAS"
656305,"Americas Best Value Inn","3243 Merrifield Ave"," DALLAS"
14153274,"Alexis Hotel & Banquets Dallas Park Central Galleria","7815B Lyndon B Johnson Fwy"," DALLAS"
21315743,"The Guild Downtown | Elm St.","1601 Elm St"," DALLAS"
14053087,"Deep Ellum Hostel","2801 Elm St"," DALLAS"
98631,"Crowne Plaza Dallas-Market Center","7050 N Stemmons Fwy"," DALLAS"
21498718,"Marriott Dallas Uptown","3033 Fairmount St"," DALLAS"
109479,"Days Inn & Suites by Wyndham Dallas","2334 W Northwest Hwy"," DALLAS"
98657,"Studio 6 Dallas Richardson - North","12301 N Central Expy"," DALLAS"
543081,"Extended Stay America - Dallas - Vantage Point Dr.","9019 Vantage Point Dr"," DALLAS"
109389,"Fairfield Inn & Suites Dallas Medical/Market Center","2110 Market Center Blvd At Stemmons"," DALLAS"
223887,"Residence Inn Dallas Park Central","7642 Lyndon B Johnson Fwy"," DALLAS"
109399,"Comfort Inn & Suites Love Field Dallas Market Center","7138 N Stemmons Fwy"," DALLAS"
109062,"Days Inn by Wyndham Dallas South","8312 S Lancaster Rd"," DALLAS"
1635393,"Ankur Inn","13310 C F Hawn Fwy"," DALLAS"
21231821,"GA Living Suites- Downtown Dallas Corporate Suites","500 S Ervay St"," DALLAS"
19735612,"OYO Hotel Palmdale - Antelope Valley","217 E Palmdale Blvd"," DALLAS"
109407,"Super 8 by Wyndham Dallas East","8901 E R L Thornton Fwy Hwy 30 And RL Thornton Frwy."," DALLAS"
589535,"Downtown Suites Dallas/Cotton Bowl","3422 Samuell Blvd"," DALLAS"
244325,"Motel 6 Dallas Northeast","10921 Estate Ln I-635 at Plano Road/Kingsley Road"," DALLAS"
223632,"Motel 6 Dallas - North - Richardson","13185 N Central Expy I-635 & I-75"," DALLAS"
9759081,"Express Studios","10333 Finnell St"," DALLAS"
109309,"Super 8 by Wyndham Dallas South","8541 S Hampton Rd"," DALLAS"
2043022,"Motel 6 Dallas Fair Park","I-30 & Exit 52 Jim Miller Rd 8510 East R.L. Thornton Frwy"," DALLAS"
23044863,"Holiday Inn Express & Suites Dallas Market Ctr - Love Field","7800 John W Carpenter Fwy"," DALLAS"
23115152,"Thompson Dallas","205 North Ackard Street"," DALLAS"
21247368,"Welcome Inn","3243 Merrifield Ave"," DALLAS"
23022745,"LaQuinta Inn & Suites Dallas Fairpark","8687 E R L Thornton Fwy"," DALLAS"
15642699,"Local Vibes + Comfort","5330 Junius St"," DALLAS"
21233689,"GA Living Suites - Knox District Uptown Dallas","3030 Hester Ave"," DALLAS"
122715,"Omni Dallas Hotel at Park West","1590 Lyndon B Johnson Fwy"," DALLAS"
109487,"Best Western Cityplace Inn","4150 N Central Expy"," DALLAS"
109039,"Sonesta Simply Suites Dallas Richardson","12525 Greenville Ave"," DALLAS"
622920,"Maple Manor Hotel","2616 Maple Ave"," DALLAS"
22851026,"The Thompson","205 North Akard Street"," DALLAS"
5427002,"Baylor Plaza Hotel","3600 Gaston Ave"," DALLAS"
98708,"Super 7 Inn Dallas","10335 Gardner Rd"," DALLAS"
98712,"AmeriGold Suites","13636 Goldmark Dr"," DALLAS"
656704,"Delux Inn Express & Suites","2144 California Crossing Rd"," DALLAS"
98678,"Howard Johnson Inn - Dallas","9386 Lyndon B Johnson Fwy"," DALLAS"
124066,"Ramada Limited Addison","4151 Beltway"," DALLAS"
109075,"Terra Cotta Inn","6101 LBJ Freeway"," DALLAS"
2012023,"Grand Inn","220 W Camp Wisdom Rd"," DALLAS"
1147227,"NATIONAL AT 2929 WYCLIFF","2929 Wycliff Ave"," DALLAS"
2025808,"Galaxy Inn Dallas","1736 Fort Worth Ave"," DALLAS"
557588,"Sleep Inn Addison","4005 Belt Line Road"," DALLAS"
1633428,"Palomino Motel & Trailer Park","1318 Fort Worth Ave"," DALLAS"
2501834,"Garden Inn & Suites","10933 Harry Hines Blvd"," DALLAS"
1631539,"Budget Inn","12425 E Northwest Hwy"," DALLAS"
2685183,"Walnut Inn","2611 Walnut Hill Ln"," DALLAS"
12059413,"Element Dallas Love Field","2333 West Mockingbird Ln."," DALLAS"
601262,"Belmont Hotel","901 Fort Worth Ave"," DALLAS"
1845655,"Hampton Inn & Suites Dallas/Cockrell Hill I-30","1718 N Cockrell Hill Rd"," DALLAS"
98622,"SpringHill Suites Dallas NW Highway at Stemmons/I-35E","2363 Stemmons Trl"," DALLAS"
109474,"Holiday Inn Express Hotel & Suites Dallas Park Central Northeast","9089 Vantage Point Dr"," DALLAS"
1210969,"Candlewood Suites Dallas Plano W Medical Ctr","19373 Preston Rd"," DALLAS"
1474749,"Inn of the Dove","1839 Fort Worth Ave"," DALLAS"
5544635,"Apple Inn","150 W Ann Arbor Ave"," DALLAS"
2508014,"Anchor Motel","10230 Harry Hines Blvd"," DALLAS"
7258263,"Econo Lodge Inn & Suites","4420 Cedardale Dr I-20 Bonnie View Exit"," DALLAS"
1865638,"Bestway Inn","13220 Maham Rd"," DALLAS"
21379041,"Kasa Dallas West End Apartments","800 Ross Ave"," DALLAS"
224236,"InTown Suites Extended Stay Dallas TX - Forest Lane","9355 Forest Ln"," DALLAS"
109455,"Town House Motor Lodge","4150 Independence Dr"," DALLAS"
589369,"Carefree Inn Dallas","2514 S Zang Blvd"," DALLAS"
109471,"Deluxe Inn","4610 S R L Thornton Fwy"," DALLAS"
98652,"Americas Best Value Inn","4154 Preferred Pl"," DALLAS"
217715,"Love Field Hotel & Suites","1241 W Mockingbird Ln"," DALLAS"
1176822,"Sunstone Inn","19373 Preston Rd Hwy 190 and Preston Rd"," DALLAS"
1635592,"OYO Inn Dallas South","109 W Overton Rd"," DALLAS"
109352,"Budget Suites of America-Dallas","9519 Forest Ln"," DALLAS"
98623,"Super 8 Dallas Love Field Market Center","9229 John W Carpenter Fwy Highway 183 at Regal Row"," DALLAS"
1629801,"Aloha Motel","2835 E Illinois Ave"," DALLAS"
1628732,"Tampico Motel","7201 E Grand Ave"," DALLAS"
98620,"Preston Suites","6104 Lyndon B Johnson Fwy"," DALLAS"
1163788,"Oakwood at Marquis on Cedar","3604 Cedar Springs Rd"," DALLAS"
1638710,"Beltline Motel-Sun","13415 C F Hawn Fwy"," DALLAS"
1201122,"Oakwood at St Moritz","5665 Arapaho Rd"," DALLAS"
508172,"Howard Johnson Express Inn Downtown","2755 N Ih 35"," DALLAS"
122724,"Concourse Professional Suites","6360 Lyndon B Johnson Fwy"," DALLAS"
1637827,"Oak Tree Inn","401 W Illinois Ave (at I-35)"," DALLAS"
223055,"Motel 6 Dallas - Josey Lane","2753 Forest Ln I-635 at Exits #26/27-A"," DALLAS"
21379008,"Kasa Dallas Apartments Near SMU","5600 Smu Blvd"," DALLAS"
21324911,"Mid Elm Lofts","Dallas city centre"," DALLAS"
